DeelGemeenteNaam,GemeenteAdres,GemeenteEmail,GemeenteFax,GemeenteKalender,GemeenteNaam,GemeentePostcode,GemeenteTel,GemeenteWebsite,ICAdres,ICEmail,ICFax,ICGemeenteNaam,ICKalender,ICPostcode,ICTel,ICWebsite,ICnaam
ROESELARE,"Botermarkt, 2",infocentrum@roeselare.be,051 26 22 80,,ROESELARE,8800,051 26 21 11,http://www.roeselare.be,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
LICHTERVELDE,"Markt, 2",ivan.vandenbussche@publilink.be,051 72 94 36,,LICHTERVELDE,8810,051 72 94 30,http://www.lichtervelde.be,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
TORHOUT,"Markt, 1",secretariaat@torhout.be,050 22 05 80,,TORHOUT,8820,050 22 11 22,http://www.torhout.be,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
HOOGLEDE,"Marktplaats, 1",,051 20 38 26,,HOOGLEDE,8830,051 20 30 30,,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
STADEN,"Marktplaats, 2",,051 70 41 16,,STADEN,8840,051 70 06 00,http://,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
ARDOOIE,"Marktplein, 1",info@ardooie.be,051 74 03 77,,ARDOOIE,8850,051 74 40 40,http://www.ardooie.be,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
KOOLSKAMP,"Marktplein, 1",info@ardooie.be,051 74 03 77,,ARDOOIE,8850,051 74 40 40,http://www.ardooie.be,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
LENDELEDE,"Dorpsplein, 1",info@lendelede.be,051 33 63 07,,LENDELEDE,8860,051 33 63 00,http://www.lendelede.be,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
IZEGEM,"Korenmarkt, 10",stad.izegem@izegem.be,051 31 48 67,,IZEGEM,8870,051 30 22 04,http://www.izegem.be,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
LEDEGEM,"Rollegemstraat, 132",info@ledegem.be,056 50 51 40,,LEDEGEM,8880,056 50 91 80,http://www.ledegem.be,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
MOORSLEDE,"Marktplaats, 1",kristof.vanderstichele@publilink.be,051 77 10 76,,MOORSLEDE,8890,051 77 70 06 / 051 78 89 10,http://,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
IEPER,"Grote Markt, 34",informatie@ieper.be,057 22 85 76,http://www.ieper.be/default.aspx?SGREF=26036,IEPER,8900,057 22 85 55,http://www.ieper.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
HOLLEBEKE,"Grote Markt, 34",informatie@ieper.be,057 22 85 76,http://www.ieper.be/default.aspx?SGREF=26036,IEPER,8900,057 22 85 55,http://www.ieper.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
BOEZINGE,"Grote Markt, 34",informatie@ieper.be,057 22 85 76,http://www.ieper.be/default.aspx?SGREF=26036,IEPER,8900,057 22 85 55,http://www.ieper.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
ELVERDINGE,"Grote Markt, 34",informatie@ieper.be,057 22 85 76,http://www.ieper.be/default.aspx?SGREF=26036,IEPER,8900,057 22 85 55,http://www.ieper.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
VLAMERTINGE,"Grote Markt, 34",informatie@ieper.be,057 22 85 76,http://www.ieper.be/default.aspx?SGREF=26036,IEPER,8900,057 22 85 55,http://www.ieper.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
LANGEMARK-POELKAPELLE,"Kasteelstraat, 1",langemark-poelkapelle@online.be,057 48 60 50,,LANGEMARK-POELKAPELLE,8920,057 49 09 10,http://www.langemark-poelkapelle.be,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
MENEN,"Grote Markt, 1",menen@menen.be,056 51 64 02,,MENEN,8930,056 51 11 01,http://regio.kortrijk.be,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
WERVIK,"Sint Maartensplein, 16",marc.stevens@publilink.be,056 30 01 48,,WERVIK,8940,056 30 01 01,http://www.wervik.be,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
HEUVELLAND,"Bergstraat, 24",,057 44 56 04,http://www.heuvelland.be/website/822-www/823-www/369-www/326-www.html,HEUVELLAND,8950,057 45 04 50,http://,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
DRANOUTER,"Bergstraat, 24",,057 44 56 04,http://www.heuvelland.be/website/822-www/823-www/369-www/326-www.html,HEUVELLAND,8950,057 45 04 50,http://,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
WULVERGEM,"Bergstraat, 24",,057 44 56 04,http://www.heuvelland.be/website/822-www/823-www/369-www/326-www.html,HEUVELLAND,8950,057 45 04 50,http://,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
WIJTSCHATE,"Bergstraat, 24",,057 44 56 04,http://www.heuvelland.be/website/822-www/823-www/369-www/326-www.html,HEUVELLAND,8950,057 45 04 50,http://,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
WESTOUTER,"Bergstraat, 24",,057 44 56 04,http://www.heuvelland.be/website/822-www/823-www/369-www/326-www.html,HEUVELLAND,8950,057 45 04 50,http://,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
KEMMEL,"Bergstraat, 24",,057 44 56 04,http://www.heuvelland.be/website/822-www/823-www/369-www/326-www.html,HEUVELLAND,8950,057 45 04 50,http://,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
MESEN,"Markt, 1",mesen@pophost.cevi.be,057 44 50 40,http://www.mesen.be/website-default/258-www/version/default/part/AttachmentData/data/AK-mesen-NLD.pdf,MESEN,8957,057 44 50 40,http://www.mesen.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
LOKER,"Bergstraat, 24",,057 44 56 04,http://www.heuvelland.be/website/822-www/823-www/369-www/326-www.html,HEUVELLAND,8950,057 45 04 50,http://,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
POPERINGE,"Grote Markt, 1",info@poperinge.be,057 33 75 81,http://www.poperinge.be/NL/pagina/258/afvalkalender/,POPERINGE,8970,057 33 40 81,http://www.poperinge.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
KROMBEKE,"Grote Markt, 1",info@poperinge.be,057 33 75 81,http://www.poperinge.be/NL/pagina/258/afvalkalender/,POPERINGE,8970,057 33 40 81,http://www.poperinge.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
WATOU,"Grote Markt, 1",info@poperinge.be,057 33 75 81,http://www.poperinge.be/NL/pagina/258/afvalkalender/,POPERINGE,8970,057 33 40 81,http://www.poperinge.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
ZONNEBEKE,"Langemarkstraat, 8",,051 77 14 45,,ZONNEBEKE,8980,051 77 71 34,http://www.zonnebeke.be,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
GENT,"Botermarkt, 1",voorlichting@gent.be,09 266 53 30,,GENT,9000,09 266 52 40,http://www.gent.be,Proeftuinstraat 43,info@ivago.be,09 240 81 99,GENT,http://www.ivago.be/thuisafval/ophaling/ophaalkalender,B-9000,09 240 81 11,http://www.ivago.be,IVAGO
MARIAKERKE,"Botermarkt, 1",voorlichting@gent.be,09 266 53 30,,GENT,9000,09 266 52 40,http://www.gent.be,Proeftuinstraat 43,info@ivago.be,09 240 81 99,GENT,http://www.ivago.be/thuisafval/ophaling/ophaalkalender,B-9000,09 240 81 11,http://www.ivago.be,IVAGO
DRONGEN,"Botermarkt, 1",voorlichting@gent.be,09 266 53 30,,GENT,9000,09 266 52 40,http://www.gent.be,Proeftuinstraat 43,info@ivago.be,09 240 81 99,GENT,http://www.ivago.be/thuisafval/ophaling/ophaalkalender,B-9000,09 240 81 11,http://www.ivago.be,IVAGO
WONDELGEM,"Botermarkt, 1",voorlichting@gent.be,09 266 53 30,,GENT,9000,09 266 52 40,http://www.gent.be,Proeftuinstraat 43,info@ivago.be,09 240 81 99,GENT,http://www.ivago.be/thuisafval/ophaling/ophaalkalender,B-9000,09 240 81 11,http://www.ivago.be,IVAGO
SINT-AMANDSBERG,"Botermarkt, 1",voorlichting@gent.be,09 266 53 30,,GENT,9000,09 266 52 40,http://www.gent.be,Proeftuinstraat 43,info@ivago.be,09 240 81 99,GENT,http://www.ivago.be/thuisafval/ophaling/ophaalkalender,B-9000,09 240 81 11,http://www.ivago.be,IVAGO
OOSTAKKER,"Botermarkt, 1",voorlichting@gent.be,09 266 53 30,,GENT,9000,09 266 52 40,http://www.gent.be,Proeftuinstraat 43,info@ivago.be,09 240 81 99,GENT,http://www.ivago.be/thuisafval/ophaling/ophaalkalender,B-9000,09 240 81 11,http://www.ivago.be,IVAGO
DESTELDONK,"Botermarkt, 1",voorlichting@gent.be,09 266 53 30,,GENT,9000,09 266 52 40,http://www.gent.be,Proeftuinstraat 43,info@ivago.be,09 240 81 99,GENT,http://www.ivago.be/thuisafval/ophaling/ophaalkalender,B-9000,09 240 81 11,http://www.ivago.be,IVAGO
LEDEBERG,"Botermarkt, 1",voorlichting@gent.be,09 266 53 30,,GENT,9000,09 266 52 40,http://www.gent.be,Proeftuinstraat 43,info@ivago.be,09 240 81 99,GENT,http://www.ivago.be/thuisafval/ophaling/ophaalkalender,B-9000,09 240 81 11,http://www.ivago.be,IVAGO
AFSNEE,"Botermarkt, 1",voorlichting@gent.be,09 266 53 30,,GENT,9000,09 266 52 40,http://www.gent.be,Proeftuinstraat 43,info@ivago.be,09 240 81 99,GENT,http://www.ivago.be/thuisafval/ophaling/ophaalkalender,B-9000,09 240 81 11,http://www.ivago.be,IVAGO
ZWIJNAARDE,"Botermarkt, 1",voorlichting@gent.be,09 266 53 30,,GENT,9000,09 266 52 40,http://www.gent.be,Proeftuinstraat 43,info@ivago.be,09 240 81 99,GENT,http://www.ivago.be/thuisafval/ophaling/ophaalkalender,B-9000,09 240 81 11,http://www.ivago.be,IVAGO
ZELZATE,"Grote Markt, 1",secretaris@zelzate.be,09 342 20 21,,ZELZATE,9060,09 342 20 20,http://www.zelzate.be,Zelebaan 42,info@idm.be,09 348 66 29,LOKEREN,http://www.idm.be/ophaalkalender.aspx,B-9160,09 348 43 97,http://www.idm.be,IDM
DESTELBERGEN,"Dendermondesteenweg, 430",info.gemeente@destelbergen.be,09 228 06 34,,DESTELBERGEN,9070,09 228 33 09,http://www.destelbergen.be,Proeftuinstraat 43,info@ivago.be,09 240 81 99,GENT,http://www.ivago.be/thuisafval/ophaling/ophaalkalender,B-9000,09 240 81 11,http://www.ivago.be,IVAGO
LOCHRISTI,"Dorp-West, 52",gemeente@lochristi.be,09 355 90 51,,LOCHRISTI,9080,09 355 51 51,http://www.lochristi.be,Zelebaan 42,info@idm.be,09 348 66 29,LOKEREN,http://www.idm.be/ophaalkalender.aspx,B-9160,09 348 43 97,http://www.idm.be,IDM
MELLE,"Gemeenteplein, 1",,09 252 23 70,,MELLE,9090,09 252 10 23,http://www.welcome.to/melle,Bevrijdingslaan 201,infol@dds-verko.be,052 20 01 42,DENDERMONDE,http://www.dds-verko.be/verko/index.php?option=com_content&view=article&id=781&Itemid=1188,B-9200,052 21 39 91,http://www.dds-verko.be/verko,VERKO
SINT-NIKLAAS,"Dorp, 1",,09 282 17 11,,SINT-NIKLAAS,9100,09 282 17 00,,Vlyminckshoek 12,info@miwa.be,03 780 68 56,SINT-NIKLAAS,http://www.mi-wa.be/ophalingaanhuis/ophaalkalender.asp,B-9100,03 776 72 50,http://www.miwa.be,MIWA
BELSELE,Belseledorp 76,,03 210 90 85,,BELSELE,9111,03 772 37 25,,Vlyminckshoek 12,info@miwa.be,03 780 68 56,SINT-NIKLAAS,http://www.mi-wa.be/ophalingaanhuis/ophaalkalender.asp,B-9100,03 776 72 50,http://www.miwa.be,MIWA
SINAAI-WAAS,"Dorp, 1",,09 282 17 11,,SINT-NIKLAAS,9100,09 282 17 00,,Vlyminckshoek 12,info@miwa.be,03 780 68 56,SINT-NIKLAAS,http://www.mi-wa.be/ophalingaanhuis/ophaalkalender.asp,B-9100,03 776 72 50,http://www.miwa.be,MIWA
BEVEREN-WAAS,"Stationsstraat, 2",beveren@beveren.be,03 755 26 23,,BEVEREN-WAAS,9120,03 750 15 11,http://,Schaarbeekstraat 30,info@ibogem.be,03 253 01 15,MELSELE,http://www.ibogem.be/huisvuilophaling/ophaalkalender.html,B-9120,03 253 16 64,http://www.ibogem.be,IBOGEM
KIELDRECHT,"Stationsstraat, 2",beveren@beveren.be,03 755 26 23,,BEVEREN-WAAS,9120,03 750 15 11,http://,Schaarbeekstraat 30,info@ibogem.be,03 253 01 15,MELSELE,http://www.ibogem.be/huisvuilophaling/ophaalkalender.html,B-9120,03 253 16 64,http://www.ibogem.be,IBOGEM
TEMSE,"Kamiel Wautersstraat, 9",gemeente@temse.be,03 711 01 01,,TEMSE,9140,03 710 12 12,http://www.temse.be,Vlyminckshoek 12,info@miwa.be,03 780 68 56,SINT-NIKLAAS,http://www.mi-wa.be/ophalingaanhuis/ophaalkalender.asp,B-9100,03 776 72 50,http://www.miwa.be,MIWA
KRUIBEKE,"O.L. Vrouwplein, 18-20",gemeentebestuur@kruibeke.be,03 740 02 11,,KRUIBEKE,9150,03 740 02 10,http://www.kruibeke.be,Schaarbeekstraat 30,info@ibogem.be,03 253 01 15,MELSELE,http://www.ibogem.be/huisvuilophaling/ophaalkalender.html,B-9120,03 253 16 64,http://www.ibogem.be,IBOGEM
LOKEREN,"Groentemarkt, 1",milieudienst@lokeren.be,09 340 94 79,,LOKEREN,9160,09 340 94 11<br>Milieudienst Lokeren: 09 340 94 64,http://www.lokeren.be,Zelebaan 42,info@idm.be,09 348 66 29,LOKEREN,http://www.idm.be/ophaalkalender.aspx,B-9160,09 348 43 97,http://www.idm.be,IDM
SINT-GILLIS-WAAS,"Kerkstraat, 29",sint-gillis-waas@pophost.cevi.be,03 707 03 40,,SINT-GILLIS-WAAS,9170,03 727 17 00,http://www.sint-gillis-waas.be/,Vlyminckshoek 12,info@miwa.be,03 780 68 56,SINT-NIKLAAS,http://www.mi-wa.be/ophalingaanhuis/ophaalkalender.asp,B-9100,03 776 72 50,http://www.miwa.be,MIWA
MOERBEKE-WAAS,"Lindenplaats, 7",barbara.put@publilink.be,09 346 64 08,,MOERBEKE-WAAS,9180,09 346 80 05,http://www.moerbeke.be,Zelebaan 42,info@idm.be,09 348 66 29,LOKEREN,http://www.idm.be/ophaalkalender.aspx,B-9160,09 348 43 97,http://www.idm.be,IDM
WACHTEBEKE,"Dorp, 61",,09 342 93 02,,WACHTEBEKE,9185,09 345 01 35,http://www.wachtebeke.be/,Zelebaan 42,info@idm.be,09 348 66 29,LOKEREN,http://www.idm.be/ophaalkalender.aspx,B-9160,09 348 43 97,http://www.idm.be,IDM
STEKENE,"Stadionstraat, 2",gemeente@stekene.be,03 779 88 03,,STEKENE,9190,03 790 02 11,http://,Vlyminckshoek 12,info@miwa.be,03 780 68 56,SINT-NIKLAAS,http://www.mi-wa.be/ophalingaanhuis/ophaalkalender.asp,B-9100,03 776 72 50,http://www.miwa.be,MIWA
DENDERMONDE,"Franz Courtensstraat, 11",stadsbestuur@dendermonde.be,052 22 10 12,,DENDERMONDE,9200,052 25 10 11,http://www.dendermonde.be,Bevrijdingslaan 201,infol@dds-verko.be,052 20 01 42,DENDERMONDE,http://www.dds-verko.be/verko/index.php?option=com_content&view=article&id=781&Itemid=1188,B-9200,052 21 39 91,http://www.dds-verko.be/verko,VERKO
HAMME (O.-VL.),"Marktplein, 1",secretariaat@hamme.be,052 47 55 49,,HAMME (O.-VL.),9220,052 47 55 11,http://,Bevrijdingslaan 201,infol@dds-verko.be,052 20 01 42,DENDERMONDE,http://www.dds-verko.be/verko/index.php?option=com_content&view=article&id=781&Itemid=1188,B-9200,052 21 39 91,http://www.dds-verko.be/verko,VERKO
WETTEREN,"Markt, ",wetteren@wetteren.be,09 366 20 81,,WETTEREN,9230,09 369 34 15,http://www.wetteren.be,Bevrijdingslaan 201,infol@dds-verko.be,052 20 01 42,DENDERMONDE,http://www.dds-verko.be/verko/index.php?option=com_content&view=article&id=781&Itemid=1188,B-9200,052 21 39 91,http://www.dds-verko.be/verko,VERKO
ZELE,"Markt, 50",secretariaat@zele.be,052 45 98 18,,ZELE,9240,052 45 98 14,http://www.zele.be,Zelebaan 42,info@idm.be,09 348 66 29,LOKEREN,http://www.idm.be/ophaalkalender.aspx,B-9160,09 348 43 97,http://www.idm.be,IDM
WAASMUNSTER,"Vierschaar, 1",informatie@waasmunster.be,052 46 10 36,,WAASMUNSTER,9250,052 46 00 11,http://www.waasmunster.be,Vlyminckshoek 12,info@miwa.be,03 780 68 56,SINT-NIKLAAS,http://www.mi-wa.be/ophalingaanhuis/ophaalkalender.asp,B-9100,03 776 72 50,http://www.miwa.be,MIWA
BUGGENHOUT,"ACC Nieuwstraat, 2",gemeente@buggenhout.be,052 33 58 68,,BUGGENHOUT,9255,052 33 95 11,http://www.buggenhout.be,Bevrijdingslaan 201,infol@dds-verko.be,052 20 01 42,DENDERMONDE,http://www.dds-verko.be/verko/index.php?option=com_content&view=article&id=781&Itemid=1188,B-9200,052 21 39 91,http://www.dds-verko.be/verko,VERKO
WICHELEN,"Dorp, 16",gemeentebestuur.wichelen@pophost.cevi.be,052 42 64 16,,WICHELEN,9260,052 43 21 80,http://www.wichelen.be,Bevrijdingslaan 201,infol@dds-verko.be,052 20 01 42,DENDERMONDE,http://www.dds-verko.be/verko/index.php?option=com_content&view=article&id=781&Itemid=1188,B-9200,052 21 39 91,http://www.dds-verko.be/verko,VERKO
LAARNE,"Dorpsstraat, 2",gemeentebestuur@laarne.be,09 366 29 70,,LAARNE,9270,09 365 46 00,http://www.laarne.be,Bevrijdingslaan 201,infol@dds-verko.be,052 20 01 42,DENDERMONDE,http://www.dds-verko.be/verko/index.php?option=com_content&view=article&id=781&Itemid=1188,B-9200,052 21 39 91,http://www.dds-verko.be/verko,VERKO
LEBBEKE,"Flor Hofmanslaan, 1",,052 41 23 38,,LEBBEKE,9280,052 41 11 11,http://www.lebbeke.be,Bevrijdingslaan 201,infol@dds-verko.be,052 20 01 42,DENDERMONDE,http://www.dds-verko.be/verko/index.php?option=com_content&view=article&id=781&Itemid=1188,B-9200,052 21 39 91,http://www.dds-verko.be/verko,VERKO
BERLARE,"Dorp, 22",,052 42 26 77,,BERLARE,9290,052 43 23 40,http://www.berlare.be,Bevrijdingslaan 201,infol@dds-verko.be,052 20 01 42,DENDERMONDE,http://www.dds-verko.be/verko/index.php?option=com_content&view=article&id=781&Itemid=1188,B-9200,052 21 39 91,http://www.dds-verko.be/verko,VERKO
AALST,"Grote Markt, 3",pr@aalst.be,053 73 21 19,,AALST,9300,053 73 21 11,http://www.aalst.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
HOFSTADE,"Grote Markt, 3",pr@aalst.be,053 73 21 19,,AALST,9300,053 73 21 11,http://www.aalst.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
MOORSEL,"Grote Markt, 3",pr@aalst.be,053 73 21 19,,AALST,9300,053 73 21 11,http://www.aalst.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
EREMBODEGEM,"Grote Markt, 3",pr@aalst.be,053 73 21 19,,AALST,9300,053 73 21 11,http://www.aalst.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
LEDE,"Markt, 1",,053 80 33 09,,LEDE,9340,053 60 68 00,http://,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
NINOVE,"Centrumlaan, 100",,054 32 38 49,,NINOVE,9400,054 31 32 33,http://www.ninove.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
POLLARE,"Centrumlaan, 100",,054 32 38 49,,NINOVE,9400,054 31 32 33,http://www.ninove.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
MEERBEKE,"Centrumlaan, 100",,054 32 38 49,,NINOVE,9400,054 31 32 33,http://www.ninove.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
NEIGEM,"Centrumlaan, 100",,054 32 38 49,,NINOVE,9400,054 31 32 33,http://www.ninove.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
ASPELARE,"Centrumlaan, 100",,054 32 38 49,,NINOVE,9400,054 31 32 33,http://www.ninove.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
OUTER,"Centrumlaan, 100",,054 32 38 49,,NINOVE,9400,054 31 32 33,http://www.ninove.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
ERPE-MERE,"Oudenaardsesteenweg, 458",gemeentebestuur@erpe-mere.be,053 63 08 20,,ERPE-MERE,9420,053 63 00 33,http://,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
HAALTERT,"Hoogstraat, 41",gemeente.haaltert@publilink.be,053 85 86 20,,HAALTERT,9450,053 85 86 00<br>Milieudienst: 053 85 86 05,http://www.haaltert.be/,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
KERKSKEN,"Hoogstraat, 41",gemeente.haaltert@publilink.be,053 85 86 20,,HAALTERT,9450,053 85 86 00<br>Milieudienst: 053 85 86 05,http://www.haaltert.be/,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
DENDERLEEUW,"A. De Cockstraat, 1",secretaris@denderleeuw.be,053 68 07 48,,DENDERLEEUW,9470,053 66 73 91,http://www.denderleeuw.be/,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
IDDERGEM,"A. De Cockstraat, 1",secretaris@denderleeuw.be,053 68 07 48,,DENDERLEEUW,9470,053 66 73 91,http://www.denderleeuw.be/,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
WELLE,"A. De Cockstraat, 1",secretaris@denderleeuw.be,053 68 07 48,,DENDERLEEUW,9470,053 66 73 91,http://www.denderleeuw.be/,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
GERAARDSBERGEN,"Weverijstraat, 20",stad@geraardsbergen.be,054 43 44 90,,GERAARDSBERGEN,9500,054 43 44 45,http://www.geraardsbergen.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
GRIMMINGE,"Weverijstraat, 20",stad@geraardsbergen.be,054 43 44 90,,GERAARDSBERGEN,9500,054 43 44 45,http://www.geraardsbergen.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
